,question,answer,document
12,Wear Questions: Cleats & Spikes,"Below are examples of what may happen if cleats or turf shoes are not cared for properly.
",https://support.newbalance.com/s/article/NBUS-Wear-Questions-Cleats-Spikes
13,Wear Questions: Inner Lining Falling And/Or Forming Holes,"Below are examples of why the inner lining of your shoes may be falling or forming holes:

The shoe is not the correct size
Generally, if the shoe is a bit large, friction occurs during wear and causes holes in the lining
Holes may form in the lining near the heel, around the collar, or near the toe
Wearing the wrong shoe for your gait
Lack of technology needed to correct over or under pronation may cause friction or stress on the lining of the shoe
Stepping on the back of each shoe to take it off, especially without untying or loosening them first
Causes friction around the collar and the inside of the heel
This stress may also cause the lining to pull away from the upper
Machine washing or drying shoes
Loosens the inner lining
Weakens all materials in the shoe
",https://support.newbalance.com/s/article/NBUS-Wear-Questions-Inner-Lining-Falling-And-Or-Forming-Holes
14,Wear Tips: How to Get the Best Value & Comfort From Your Shoes,"Our goal is to help you achieve your goals. We realize how important your gear is when it comes to doing your best. Search the FAQs regarding wear in the Fit & Activity Guide to learn more.

Getting the Right Fit
Using the Right Shoe for the Right Activity
How Long Should a Shoe Last?
Sole Separation and/or Deterioration
Holes Forming in the Materials
Inner Lining Falling And/Or Forming Holes
How Should I Clean My New Balance Shoes?
Care of Cleats & Spikes
",https://support.newbalance.com/s/article/NBUS-Wear-Tips-How-to-Get-the-Best-Value-Comfort-From-Your-Shoes
15,Wear Questions: Sole Separation and/or Deterioration,"Below are examples of sole separation and why it may be happening:
",https://support.newbalance.com/s/article/NBUS-Wear-Questions-Sole-Separation-and-or-Deterioration
16,Wear Questions: Holes Forming in the Materials,"Below are examples of why holes may be forming in the mesh of your shoes:
",https://support.newbalance.com/s/article/Wear-Questions-Holes-Forming-in-the-Materials
17,What If I Have Two Different Sized Feet?,"We do not offer pairs of shoes in two different sizes, but please review the following suggestions.

National Odd Shoe Exchange:

Size difference is greater than 2 sizes
This organization caters to amputees and can be accommodating and reasonable in terms of selling two different sized shoes
Contact number (480) 892-3484

Brown's Catalog:

A discount is offered for consumer's with a size difference greater than 1.5 sizes
Contact number (800) 728-6247

Nordstrom:

You will order two pairs of shoes (one in each size, but they must be at least 1.5 sizes different)
You will be charged for each pair and will be asked to send back the shoes that you do not need for a credit
If you have the need for only one shoe, a whole pair will be sent to you, and you will be asked to return the unneeded shoe
You will be charged accordingly for only one shoe
Contact number (888) 282-6060
",https://support.newbalance.com/s/article/NBUS-What-If-I-Have-Two-Different-Sized-Feet
18,Women's Apparel Sizing Guide,"There are now 3 fits for tops and bottoms: fitted, athletic and relaxed. Fit types are listed below and are indicated on each apparel item on NewBalance.com:

Fitted - Snug against the body for range of motion with no extra fabric
Athletic -Tops skim the chest, waist, and hip for active movement, but are not tight
For bottoms, athletic cuts skim the hip and thigh and have rises that are close to the body but are not tight
Relaxed - Tops drape loosely from the chest, waist, and hip for total comfort and ease
Relaxed bottoms are generously cut through the hip and thigh, with rises that sit away from the body
",https://support.newbalance.com/s/article/NBUS-Women-s-Apparel-Sizing-Guide
19,Kid's Apparel Sizing Chart,"See size chart at the link below
",https://support.newbalance.com/s/article/NBUS-Kids-Apparel-Sizing-Chart
20,Women's Sock Sizing Guide,"Our women's sock sizing guide appears below.
",https://support.newbalance.com/s/article/FAQ-USA-Women-s-Sock-Sizing-Guide
21,Men's Sock Sizing Guide,"Our men's sock sizing guide appears below.
",https://support.newbalance.com/s/article/FAQ-USA-Men-s-Sock-Sizing-Guide
22,Infant's International Size Conversion Chart,"Use the infant's size conversion chart to find your infant's US size:
",https://support.newbalance.com/s/article/Infant-s-International-Size-Conversion-Chart
23,What Widths Are Available in New Balance Shoes?,"We offer a variety of widths to best accommodate everyone's needs. Our widths are as follows:
",https://support.newbalance.com/s/article/What-Widths-Are-Available-in-New-Balance-Shoes
24,What Are the Measurements Between New Balance Shoe Sizes and Widths?,"Width:
There is approximately a 1/2"" difference between widths (2A, B, D, 2E and 4E) and a 3/8"" difference between 4E and 6E width

This difference occurs across the ball of the foot and is the maximum difference in width. There is less of a width difference as you move toward the tip of the shoe and toward the heel

Length:
There is approximately a 1/6"" difference between each half-size (e.g., between 9 and 9.5, between a 9.5 and a 10, and so on)
For every half size up, the width (across the ball) will increase by 1/8""

We cannot provide exact measurements for every style we produce, but we hope this general information is helpful.
",https://support.newbalance.com/s/article/What-Are-the-Measurements-Between-New-Balance-Shoe-Sizes-and-Widths
25,Sports Bra Size Guide,"To calculate bra size:

Band Size: measure your rib cage directly under the breast, the tape measure should be level around your body, take a snug measurement. Add 5 to this measurement and round down to the nearest even number to determine your band size.
Example =30 + 5, round down to 34 Your band size is 34.
Overbust Measurement: measure around the fullest part of the breast again keeping the tape measure level the tape measure should not compress the breast.
Cup Size: Subtract your band size from the overbust measurement; if the difference is 1= A cup,2 = B cup, 3 = C cup, 4 = D cup, 5 = DD cup
Example = Overbust measurement is 36 minus band size of 34 = 2, 2= B cup. Your bra size is 
34B.
",https://support.newbalance.com/s/article/Sports-Bra-Size-Guide
26,What is Supination?,"Supination is the outward rolling motion of the foot while in a walking or running gait.
",https://support.newbalance.com/s/article/What-is-Supination
27,What is Overpronation?,"Overpronation, sometimes referred to as just pronation, is when the foot tends to roll inward when walking.
",https://support.newbalance.com/s/article/What-is-Overpronation
28,What Type of Shoe is Right for Me?,"Cushioning Shoe:
Made for both those with a neutral walking or running gait and for those who supinate (or roll outward) during their gait
If the wear on your sneakers looks even on both the inside and outside of the heel, you are probably a neutral walker or runner
A cushioning shoe may be the best choice for you

Stability Shoe:
Helps with overpronation
Designed with technology to help prevent overpronation (or rolling inward during your gait), such as a Rollbar, Stabilicore or medial and lateral posts
If the wear on your sneakers is mostly on the inner tread near the ball of the foot, a stability shoe may be a good choice for you


Motion Control Shoe
Helps with moderate to severe overpronation
Features Rollbar technology combined with medial and lateral posts
If there is severe wear on your sneakers on the inner tread near the ball of the foot, motion control shoes may be an excellent choice for you
",https://support.newbalance.com/s/article/What-Type-of-Shoe-is-Right-for-Me
29,What is Gait?,"Gait is a unique set of actions and reactions that your foot performs while in motion to support, cushion and balance your body.
",https://support.newbalance.com/s/article/What-is-Gait
30,"What Does the Term ""Lateral"" Mean?","Lateral refers to the outside of the foot, furthest from the other foot, e.g. the outer edge of your foot.
",https://support.newbalance.com/s/article/What-Does-the-Term-Lateral-Mean
31,"What Does the Term ""Medial"" Mean?","The medial side of your foot is the inner portion, closest to your other foot. The arch is located on the medial portion of the foot. 
",https://support.newbalance.com/s/article/What-Does-Medial-Mean
32,What Is My Glove Size?,"Our gloves are measured by the circumference around the knuckles. See below for glove sizing chart
",https://support.newbalance.com/s/article/What-Is-My-Glove-Size
33,Why Should I Have My Feet Measured?,"Our feet do tend to change over time. Feet may get wider, longer, or both due to a variety of reasons. Below is a list of some reasons feet may change:

Weight gain
Weight loss
Pregnancy
Foot injuries
Fallen arches
Aging
We recommend getting feet measured at least once a year to make sure you have a proper fit. We also recommend consulting with a podiatrist at the onset of any foot pain.

When shoes that have worked well for you no longer give the cushioning or support that is needed, it's time to invest in a new pair. Often when we experience new discomfort or fatigue in our feet or legs, that lets us know that it's time to replace our shoes.
",https://support.newbalance.com/s/article/Why-Should-I-Have-My-Feet-Measured
34,Kid's Sock Sizing Guide,"Our Kid's sock sizing guide appears below:
",https://support.newbalance.com/s/article/360008773674-Kid-s-Sock-Sizing-Guide
35,What does Static Dissipative mean?,"SD Footwear meets SD Static Dissipative ASTM F2412-11 and ASTM F2413-11 performance requirements that allow small charges of static electricity to be displaced through the walking surface, thus reducing static electricity.
",https://support.newbalance.com/s/article/360026157014-What-does-Static-Dissipative-mean
36,Men's International Size Conversion,"Use the Men's International Size Conversion Chart to find your US, UK, or EURO size: https://support.newbalance.com/s/article/212733938-Men-s-International-Size-Conversion
",https://support.newbalance.com/s/article/212733938-Men-s-International-Size-Conversion
37,How Do New Balance Shoes Fit?,"New Balance is proud to offer many shoe models in multiple widths, from narrow (2A) to extra-extra-wide (6E). Just like people, feet come in all shapes. A proper fit means multiple widths, not just multiple sizes. The best way to determine your shoe size is to have your feet measured by a professional. The table below shows our full selection of widths:
",https://support.newbalance.com/s/article/211241357-How-Do-New-Balance-Shoes-Fit
38,Women's International Size Conversion,"Women's International Size Conversion chart can be found at: https://support.newbalance.com/s/article/210520197-Women-s-International-Size-Conversion
",https://support.newbalance.com/s/article/Womens-International-Size-Conversion
39,How Do I Earn NB Points?,"Visit our myNB Rewards JOIN page.
",https://newbalance.force.com/nbusa/s/article/How-Do-I-Earn-NB-Points
40,How Do I Take Advantage of a myNB Rewards Email Promotion?,"You must be logged in to your myNB Rewards account.
",https://newbalance.force.com/nbusa/s/article/How-Do-I-Take-Advantage-of-a-myNB-Rewards-Email-Promotion
41,myNB Rewards FAQs,"Click here to access myNB rewards FAQs: https://www.newbalance.com/loyalty_faqs.html/
",https://newbalance.force.com/nbusa/s/article/myNB-Rewards-FAQ-s
42,Does New Balance Offer a Military Discount?,"
",https://newbalance.force.com/nbusa/s/article/Does-New-Balance-Offer-a-Military-Discount
43,How Can I Unsubscribe From Your Email List?,"
",https://newbalance.force.com/nbusa/s/article/How-Can-I-Unsubscribe-From-Your-Email-List
44,New Balance's 6-Month Outsole Durability Limited Warranty Guarantee Details,"
",https://newbalance.force.com/nbusa/s/article/New-Balance-s-6-Month-Outsole-Durability-Limited-Warranty-Guarantee-Details
45,Do You Need to Contact Us?,"You can call or text us! To reach a New Balance agent:

   Call (800) 595-9138
   Text (207) 401-7040

   Hours of Operation:
   Monday - Friday
   9am - 9pm (ET)
   Saturday and Sunday
   9am - 6pm (ET)

Email us at https://support.newbalance.com/s/emailsupport
",https://newbalance.force.com/nbusa/s/article/Do-You-Need-to-Contact-Us
46,How Long Does It Take to Stop Receiving a Catalog Once I have Unsubscribed?,"Up to 2 mailing cycles.
",https://newbalance.force.com/nbusa/s/article/How-Long-Does-It-Take-to-Stop-Receiving-a-Catalog-Once-I-have-Unsubscribed
47,How Can I Apply for a Job at New Balance?,"A list of current opportunities can be found by selecting the Careers link on https://www.newbalance.com/.

If you find an opportunity matching your interests and skills, we encourage you to follow the online application process
If you don't find anything at this time, we encourage you to check back periodically as the listings are updated regularly
Please Note: We are unable to accept resumes unless they are submitted for a specific current opening.
",https://newbalance.force.com/nbusa/s/article/How-Can-I-Apply-for-a-Job-at-New-Balance
48,Does an eGift Have an Expiration Date?,"eGIFTs do NOT expire
",https://newbalance.force.com/nbusa/s/article/Does-an-eGift-Have-an-Expiration-Date
49,New Balance Slip Resistant Styles,"Below are our slip-resistant styles.
",https://newbalance.force.com/nbusa/s/article/New-Balance-Slip-Resistant-Styles
50,Does New Balance Offer Stickers?,"New Balance does not offer stickers.
",https://newbalance.force.com/nbusa/s/article/Does-New-Balance-Offer-Stickers
51,When Is the Next Tent Sale at Your Factory Store?,"Factory Stores maintain their own Tent Sale schedule. You can locate our Factory Stores and reach out to them for additional information, including sale dates and store hours.
",https://newbalance.force.com/nbusa/s/article/When-Is-the-Next-Tent-Sale-at-Your-Factory-Store
52,Necesito Asistencia,"Contctenos por mensaje de texto (SMS) o correo electrnico para obtener ayuda en español.

Haga clic aqu ÿpara enviar un correo electr nico o chatear con nosotros.

Envenos un mensaje de texto (SMS) al (800) 595-9138.
",https://newbalance.force.com/nbusa/s/article/Necesito-Asistencia
53,Reserving an Item Online to Purchase In a Store - Are All Online Products Available to Reserve Online & Purchase at a Store?,"No. Available items will be based on the current inventory at New Balance stores. Some styles may be online-exclusive at https://www.newbalance.com/.
",https://newbalance.force.com/nbusa/s/article/Reserving-an-Item-Online-to-Purchase-In-a-Store-Are-All-Online-Products-Available-to-Reserve-Online-Purchase-at-a-Store
54,How Do I Log out of My Newbalance.Com Account?,"You can log out of your New Balance customer account on the ""My Account"" page.

Click the button in the upper right corner labeled ""My Account"" on any page of the website
This will take you to your account page
Click the button labeled ""Logout"" on the left side of the website
",https://newbalance.force.com/nbusa/s/article/How-Do-I-Log-out-of-My-Newbalance-Com-Account
55,SADMERC and PDAC Approved Styles,"All medical reimbursement claims for A5500 Diabetic shoes are handled through Medicare. Please contact Medicare directly at 1-800-MEDICARE (1-800-633-4227) or reach out to your physician with any questions about this process.
",https://newbalance.force.com/nbusa/s/article/SADMERC-and-PDAC-Approved-Styles
56,How Can I Submit My Idea to New Balance?,"Thank you for your interest in our evaluation procedure for externally submitted inventions and ideas. As a company, we are, in principle, very happy to evaluate ideas against our specific business requirements, please visit our website for more information.
",https://newbalance.force.com/nbusa/s/article/How-Can-I-Submit-My-Idea-to-New-Balance
57,How Can I Become a Wear Tester?,"Our New Balance Wear Test program is crucial to maintaining a high level of customer satisfaction. If you are interested in learning more about the program and signing up, please visit our website. Additional questions can be submitted by email to: weartest@newbalance.com.
",https://newbalance.force.com/nbusa/s/article/How-Can-I-Become-a-Wear-Tester
58,What Is NB Realchain?,"NB Realchain is a technology utilized to verify the authenticity of select New Balance shoes.

With the initial launch of this technology, NB Realchain cards will be included with the purchase of OMN1S Basketball Shoes at the following New Balance stores:

New Balance Flagship Boston Landing
New Balance NYC 5th Avenue
New Balance San Francisco
New Balance Philadelphia
This test program may expand to other products in the future.

For more information on NB Realchain and a User Guide, please visit the NB Realchain Homepage.

NOTE: NB Realchain cards are NOT currently included with newbalance.com purchases.
",https://newbalance.force.com/nbusa/s/article/What-Is-NB-Realchain
59,When Does NewBalance.com Restock Items?,"Don't see your size? Check back again within a few weeks.

Some styles, however, are not restocked because they are limited editions.
",https://newbalance.force.com/nbusa/s/article/When-Does-NewBalance-com-Restock-Items
60,Reserving an Item Online to Purchase In a Store - Can I Change or Cancel My Reservation?,"To change/cancel a reservation, contact the store where the reservation was made. You can find the contact information for your New Balance store on the confirmation email or by viewing our store locator.
",https://newbalance.force.com/nbusa/s/article/Reserving-an-Item-Online-to-Purchase-In-a-Store-Can-I-Change-or-Cancel-My-Reservation
61,Reserving an Item Online to Purchase In a Store - Who Should I Contact with Questions Regarding My Reservation?,"If you have questions about your order, contact the store where your reservation was made. You can find the contact information for your New Balance store on the confirmation email or by viewing our Store Locator.
",https://newbalance.force.com/nbusa/s/article/Reserving-an-Item-Online-to-Purchase-In-a-Store-Who-Should-I-Contact-with-Questions-Regarding-My-Reservation
62,Reserving an Item Online to Purchase In a Store - Can I Reserve an Item and Have Someone Else Pick It Up?,"Yes. The person picking up your reservation will need to provide your name and the email address used to make the reservation.
",https://newbalance.force.com/nbusa/s/article/Reserving-an-Item-Online-to-Purchase-In-a-Store-Can-I-Reserve-an-Item-and-Have-Someone-Else-Pick-It-Up
63,Reserving an Item Online to Purchase In a Store - What Price Will I Pay for My Reserved Item?,"The cost for your reserved item will be the price listed in the store.

NOTE: Online promotions are not applicable for store purchases.
",https://newbalance.force.com/nbusa/s/article/Reserving-an-Item-Online-to-Purchase-In-a-Store-What-Price-Will-I-Pay-for-My-Reserved-Item
64,Reserving an Item Online to Purchase In a Store - When Do I Pay for My Item?,"You will pay for your purchase in the store.
",https://newbalance.force.com/nbusa/s/article/Reserving-an-Item-Online-to-Purchase-In-a-Store-When-Do-I-Pay-for-My-Item
65,Reserving an Item Online to Purchase In a Store - Why Was My Reservation Cancelled?,"The item could have been sold to another customer. Wait to receive your confirmation email before going to the store.
",https://newbalance.force.com/nbusa/s/article/Reserving-an-Item-Online-to-Purchase-In-a-Store-Why-Was-My-Reservation-Cancelled
66,Reserving An Item Online To Purchase In A Store - Is Online Reservation/Purchase In-Store Available at All New Balance Stores?,"No. Participating stores and availability are shown online at NewBalance.com.

If you do not see the 'Available in store' option, please know the store is not participating or the product is not available at your local store.
",https://newbalance.force.com/nbusa/s/article/Reserving-An-Item-Online-To-Purchase-In-A-Store-Is-Online-Reservation-Purchase-In-Store-Available-at-All-New-Balance-Stores
67,"Reserving an Item Online to Purchase In a Store - Once Confirmed, How Long Will My Reserved Item Be Held at the New Balance Store?","Once a confirmation email has been sent, the item will be held at your selected New Balance store until the close of the next business day.
",https://newbalance.force.com/nbusa/s/article/Reserving-an-Item-Online-to-Purchase-In-a-Store-Once-Confirmed-How-Long-Will-My-Reserved-Item-Be-Held-at-the-New-Balance-Store
68,Reserving an Item Online to Purchase In a Store - What Is the Process Once I Arrive at the Store?,"Notify a Sales Associate that you have a reservation to pick up.

Provide your name and email address.

You will be able to try on the reserved item.
",https://newbalance.force.com/nbusa/s/article/Reserving-an-Item-Online-to-Purchase-In-a-Store-What-Is-the-Process-Once-I-Arrive-at-the-Store
69,Reserving an Item Online to Purchase In a Store - How Many Items Can Be Reserved Per Purchase?,"Each reservation can be for one (1) item.
",https://newbalance.force.com/nbusa/s/article/Reserving-an-Item-Online-to-Purchase-In-a-Store-How-Many-Items-Can-Be-Reserved-Per-Purchase
70,Reserving an Item Online to Purchase In a Store - When Will I Receive the Confirmation Email Indicating My Reservation Is Ready for Pick-Up?,"During normal business hours, the store will have the item ready within 2 hours of the reservation. Outside normal business hours, the store will have the item ready within 1 hour of opening on the next business day.
",https://newbalance.force.com/nbusa/s/article/Reserving-an-Item-Online-to-Purchase-In-a-Store-When-Will-I-Receive-the-Confirmation-Email-Indicating-My-Reservation-Is-Ready-for-Pick-Up
71,How Can I Reset My Account Password or Change My Email?,"To reset your password:

Visit the Account Login page and click on Reset Your Password, which appears in red beneath the Show Password checkbox
Once you have selected ""Reset Your Password"" a box will pop up to enter your email and click submit
You will receive an email to complete resetting your password

To reset your password or change your email while in your account:

Visit the Login Information page

Please Note: You can only change your email address associated with your account when online.
",https://newbalance.force.com/nbusa/s/article/How-Can-I-Reset-My-Account-Password-or-Change-My-Email
72,Who Can I Contact to Sell New Balance in My Store?,"To get more information about becoming an authorized dealer for New Balance shoes and apparel, please contact us directly at:

http://www.nbcustomers.com 

Dealer Line at (800) 343-1395 (select option 1 for Customer Service)
If you are prompted to enter your account number, please hold the line
You will be connected to a Customer Service representative shortly
Hours: 8:15am-7:00pm EST
One of our brand representatives will answer all of your questions.
",https://newbalance.force.com/nbusa/s/article/Who-Can-I-Contact-to-Sell-New-Balance-in-My-Store
73,How Do I Subscribe to Your Email List?,"You can subscribe to promotional emails by scrolling to the bottom of our site page and clicking ""Email Sign-Up"" (it appears next to the @ symbol). 

Enter your email address
Click ""Subscribe""

You will receive exclusive deals and communications from New Balance
Interested in earning rewards? Checkout myNB Rewards
",https://newbalance.force.com/nbusa/s/article/FAQ-USA-How-Do-I-Subscribe-to-Your-Email-List
74,Where Are Your Factory Stores?,"New Balance owns and operates several factory stores that sell factory seconds and discontinued styles. Factory seconds have minor cosmetic flaws but otherwise, meet our quality standards.

View our factory store locations online.
",https://newbalance.force.com/nbusa/s/article/Where-Are-Your-Factory-Stores
75,Is There a New Balance Store in My Area?,"To find a retailer in your area, please visit our Store Locator.
",https://newbalance.force.com/nbusa/s/article/Is-There-a-New-Balance-Store-in-My-Area
76,New Balance and Manufacturing in the US,"We are proud to be the only major company to make or assemble more than 4 million pairs of athletic footwear per year in the USA, which represents a limited portion of our US sales. Where the domestic value is at least 70%, we label our shoes Made in the USA.

Our commitment to domestic manufacturing allows New Balance to employ American workers at our five facilities in Maine and Massachusetts. Whenever possible, we purchase materials from domestic suppliers who employ more than 7,000 workers locally.
",https://newbalance.force.com/nbusa/s/article/New-Balance-and-Manufacturing-in-the-US
77,How Do I Reset My Account Password?,"To reset your NewBalance.com password:

Visit the Account Login page and click on Reset Your Password
Enter the email address used to access your account then click SUBMIT
You will receive an email with a link to reset your password
If you do not receive the email with the reset link, please check your Junk/Spam folder to ensure the email was not filtered there
NOTE: You will only receive a reset email if you have an active NewBalance.com account
",https://newbalance.force.com/nbusa/s/article/How-Do-I-Reset-My-Account-Password
78,Identifying & Reporting Counterfeit New Balance Products & Sellers,"New Balance appreciates your help in maintaining our commitment to providing you with the best quality footwear and apparel! 
",https://newbalance.force.com/nbusa/s/article/Identifying-Reporting-Counterfeit-New-Balance-Products-Sellers
79,How Do I Create an Online New Balance Account?,"To create an online account:
Visit our ""Log In / Join"" page
Fill out the information in the ""CREATE ACCOUNT"" column
You can also sign up for myNB Rewards and/or request an NB Women's catalog

Why create an account?
You can view your order history
Must be logged in to the account at the time the order is placed
Save items to purchase later
Get updates on new arrivals and sales
Get benefits from myNB Rewards program
",https://newbalance.force.com/nbusa/s/article/How-Do-I-Create-an-Online-New-Balance-Account
80,How Do I Take Advantage of the 10% Discount for Signing Up?,"If you sign up for our emails you may be eligible for a 10% off discount.

Details:

When signing up an email is sent with the 10% off details
Check junk/spam files if you do not see the email in your main inbox
Must click the Shop link in the email to get the discount
Discount is automatically applied at checkout
Exclusions apply
There is no minimum or maximum purchase amount
No expiration date
Consumers who have already signed up for emails are not eligible to sign up again
",https://newbalance.force.com/nbusa/s/article/How-Do-I-Take-Advantage-of-the-10-Discount-for-Signing-Up
81,When Should I Replace My Shoes?,"There is no exact science in determining the expected lifetime of a shoe.

There are many variables that can greatly affect the wear of your shoes:

Weight
Level and frequency of activity
The environment in which the shoes are both used and stored
",https://newbalance.force.com/nbusa/s/article/When-Should-I-Replace-My-Shoes
82,Why Am I Asked to Complete a Profile?,"In order to send updates, offers, and information that is relevant to you, we would like to collect basic information about who you are and what you like. 

In order to receive your $10 Off birthday offer, you will need to provide your date of birth so we know the right time to send it. 

As outlined in our myNB Rewards Terms, all personal information provided will not be distributed or shared to outside parties.
",https://newbalance.force.com/nbusa/s/article/Why-Am-I-Asked-to-Complete-a-Profile
83,Which US Territories Does NewBalance.com Ship to?,"Newbalance.com ships to the below US Territories via USPS:

American Samoa
Guam
Northern Mariana Islands
US Minor Outlying Islands
Puerto Rico
U.S. Virgin Islands
",https://newbalance.force.com/nbusa/s/article/Which-US-Territories-Does-NewBalance-com-Ship-to
84,How Do I Request a Back in Stock Notification?,"On select styles, we provide a notification of when the item will be back in stock.

How do I do this?

Find the style you would like to order
Click ""Set a back in stock alert""
Select the colorway of choice
Select the size and width needed
Enter your email address
Check the Privacy Policy and Terms & Conditions box
You will receive an email update when the item is again available on the website
",https://newbalance.force.com/nbusa/s/article/How-Do-I-Request-a-Back-in-Stock-Notification
85,How Do I Get a PF Flyers Sticker?,"At this time PF Flyers does not offer stickers.
",https://newbalance.force.com/nbusa/s/article/360000375468-How-Do-I-Get-a-PF-Flyers-Sticker
86,Looking for the Perfect Gift?,"New Balance offers eGift cards that can be purchased on www.newbalance.com:

New Balance reserves the right to hold or cancel any order for suspected fraud. We email most eGift cards within 1 business day
",https://newbalance.force.com/nbusa/s/article/115015710927-Looking-for-the-Perfect-Gift
87,Why Am I Charged Sales Tax When Ordering Online from New Balance?,"Newbalance.com is owned by New Balance Athletics, Inc. If New Balance does business in your state, we are required to charge sales tax on orders shipping to you.

New Balance does not benefit from the amount of sales tax that you are required to pay to your state
Sales tax is calculated based on the shipping address
eGifts- No sales tax is charged when buying New Balance eGifts. The appropriate sales tax will be charged on the purchase when the eGift is redeemed
",https://newbalance.force.com/nbusa/s/article/226880027-Why-Am-I-Charged-Sales-Tax-When-Ordering-Online-from-New-Balance
88,What Is Considered a Business Day?,"A business day is an official working day. Monday through Friday are considered business days, but holidays* and weekends are not.

All orders received for in-stock items ship within 2 business days
*New Balance-observed holidays may fall during the week. If an observed holiday falls on a Saturday, it is typically observed by New Balance on the preceding Friday. If a holiday falls on a Sunday, it is typically observed by New Balance on the following Monday.
",https://newbalance.force.com/nbusa/s/article/What-Is-Considered-a-Business-Day
89,New Balance Sponsorship,"Thank you for your interest in New Balance!

Because of the number of requests we receive and the budgeted resources available, we are unable to sponsor events, teams or individual pursuits
We wish you the best in your future achievements!
",https://newbalance.force.com/nbusa/s/article/228024787-New-Balance-Sponsorship
