,question,answer,document
12,Wear Questions: Cleats & Spikes,"Below are examples of what may happen if cleats or turf shoes are not cared for properly.
",https://support.newbalance.com/s/article/NBUS-Wear-Questions-Cleats-Spikes
13,Wear Questions: Inner Lining Falling And/Or Forming Holes,"Below are examples of why the inner lining of your shoes may be falling or forming holes:

The shoe is not the correct size
Generally, if the shoe is a bit large, friction occurs during wear and causes holes in the lining
Holes may form in the lining near the heel, around the collar, or near the toe
Wearing the wrong shoe for your gait
Lack of technology needed to correct over or under pronation may cause friction or stress on the lining of the shoe
Stepping on the back of each shoe to take it off, especially without untying or loosening them first
Causes friction around the collar and the inside of the heel
This stress may also cause the lining to pull away from the upper
Machine washing or drying shoes
Loosens the inner lining
Weakens all materials in the shoe
",https://support.newbalance.com/s/article/NBUS-Wear-Questions-Inner-Lining-Falling-And-Or-Forming-Holes
14,Wear Tips: How to Get the Best Value & Comfort From Your Shoes,"Our goal is to help you achieve your goals. We realize how important your gear is when it comes to doing your best. Search the FAQs regarding wear in the Fit & Activity Guide to learn more.

Getting the Right Fit
Using the Right Shoe for the Right Activity
How Long Should a Shoe Last?
Sole Separation and/or Deterioration
Holes Forming in the Materials
Inner Lining Falling And/Or Forming Holes
How Should I Clean My New Balance Shoes?
Care of Cleats & Spikes
",https://support.newbalance.com/s/article/NBUS-Wear-Tips-How-to-Get-the-Best-Value-Comfort-From-Your-Shoes
15,Wear Questions: Sole Separation and/or Deterioration,"Below are examples of sole separation and why it may be happening:
",https://support.newbalance.com/s/article/NBUS-Wear-Questions-Sole-Separation-and-or-Deterioration
16,Wear Questions: Holes Forming in the Materials,"Below are examples of why holes may be forming in the mesh of your shoes:
",https://support.newbalance.com/s/article/Wear-Questions-Holes-Forming-in-the-Materials
17,What If I Have Two Different Sized Feet?,"We do not offer pairs of shoes in two different sizes, but please review the following suggestions.

National Odd Shoe Exchange:

Size difference is greater than 2 sizes
This organization caters to amputees and can be accommodating and reasonable in terms of selling two different sized shoes
Contact number (480) 892-3484

Brown's Catalog:

A discount is offered for consumer's with a size difference greater than 1.5 sizes
Contact number (800) 728-6247

Nordstrom:

You will order two pairs of shoes (one in each size, but they must be at least 1.5 sizes different)
You will be charged for each pair and will be asked to send back the shoes that you do not need for a credit
If you have the need for only one shoe, a whole pair will be sent to you, and you will be asked to return the unneeded shoe
You will be charged accordingly for only one shoe
Contact number (888) 282-6060
",https://support.newbalance.com/s/article/NBUS-What-If-I-Have-Two-Different-Sized-Feet
18,Women's Apparel Sizing Guide,"There are now 3 fits for tops and bottoms: fitted, athletic and relaxed. Fit types are listed below and are indicated on each apparel item on NewBalance.com:

Fitted - Snug against the body for range of motion with no extra fabric
Athletic -Tops skim the chest, waist, and hip for active movement, but are not tight
For bottoms, athletic cuts skim the hip and thigh and have rises that are close to the body but are not tight
Relaxed - Tops drape loosely from the chest, waist, and hip for total comfort and ease
Relaxed bottoms are generously cut through the hip and thigh, with rises that sit away from the body
",https://support.newbalance.com/s/article/NBUS-Women-s-Apparel-Sizing-Guide
19,Kid's Apparel Sizing Chart,"See size chart at the link below
",https://support.newbalance.com/s/article/NBUS-Kids-Apparel-Sizing-Chart
20,Women's Sock Sizing Guide,"Our women's sock sizing guide appears below.
",https://support.newbalance.com/s/article/FAQ-USA-Women-s-Sock-Sizing-Guide
21,Men's Sock Sizing Guide,"Our men's sock sizing guide appears below.
",https://support.newbalance.com/s/article/FAQ-USA-Men-s-Sock-Sizing-Guide
22,Infant's International Size Conversion Chart,"Use the infant's size conversion chart to find your infant's US size:
",https://support.newbalance.com/s/article/Infant-s-International-Size-Conversion-Chart
23,What Widths Are Available in New Balance Shoes?,"We offer a variety of widths to best accommodate everyone's needs. Our widths are as follows:
",https://support.newbalance.com/s/article/What-Widths-Are-Available-in-New-Balance-Shoes
24,What Are the Measurements Between New Balance Shoe Sizes and Widths?,"Width:
There is approximately a 1/2"" difference between widths (2A, B, D, 2E and 4E) and a 3/8"" difference between 4E and 6E width

This difference occurs across the ball of the foot and is the maximum difference in width. There is less of a width difference as you move toward the tip of the shoe and toward the heel

Length:
There is approximately a 1/6"" difference between each half-size (e.g., between 9 and 9.5, between a 9.5 and a 10, and so on)
For every half size up, the width (across the ball) will increase by 1/8""

We cannot provide exact measurements for every style we produce, but we hope this general information is helpful.
",https://support.newbalance.com/s/article/What-Are-the-Measurements-Between-New-Balance-Shoe-Sizes-and-Widths
25,Sports Bra Size Guide,"To calculate bra size:

Band Size: measure your rib cage directly under the breast, the tape measure should be level around your body, take a snug measurement. Add 5 to this measurement and round down to the nearest even number to determine your band size.
Example =30 + 5, round down to 34 Your band size is 34.
Overbust Measurement: measure around the fullest part of the breast again keeping the tape measure level the tape measure should not compress the breast.
Cup Size: Subtract your band size from the overbust measurement; if the difference is 1= A cup,2 = B cup, 3 = C cup, 4 = D cup, 5 = DD cup
Example = Overbust measurement is 36 minus band size of 34 = 2, 2= B cup. Your bra size is 
34B.
",https://support.newbalance.com/s/article/Sports-Bra-Size-Guide
26,What is Supination?,"Supination is the outward rolling motion of the foot while in a walking or running gait.
",https://support.newbalance.com/s/article/What-is-Supination
27,What is Overpronation?,"Overpronation, sometimes referred to as just pronation, is when the foot tends to roll inward when walking.
",https://support.newbalance.com/s/article/What-is-Overpronation
28,What Type of Shoe is Right for Me?,"Cushioning Shoe:
Made for both those with a neutral walking or running gait and for those who supinate (or roll outward) during their gait
If the wear on your sneakers looks even on both the inside and outside of the heel, you are probably a neutral walker or runner
A cushioning shoe may be the best choice for you

Stability Shoe:
Helps with overpronation
Designed with technology to help prevent overpronation (or rolling inward during your gait), such as a Rollbar, Stabilicore or medial and lateral posts
If the wear on your sneakers is mostly on the inner tread near the ball of the foot, a stability shoe may be a good choice for you


Motion Control Shoe
Helps with moderate to severe overpronation
Features Rollbar technology combined with medial and lateral posts
If there is severe wear on your sneakers on the inner tread near the ball of the foot, motion control shoes may be an excellent choice for you
",https://support.newbalance.com/s/article/What-Type-of-Shoe-is-Right-for-Me
29,What is Gait?,"Gait is a unique set of actions and reactions that your foot performs while in motion to support, cushion and balance your body.
",https://support.newbalance.com/s/article/What-is-Gait
30,"What Does the Term ""Lateral"" Mean?","Lateral refers to the outside of the foot, furthest from the other foot, e.g. the outer edge of your foot.
",https://support.newbalance.com/s/article/What-Does-the-Term-Lateral-Mean
31,"What Does the Term ""Medial"" Mean?","The medial side of your foot is the inner portion, closest to your other foot. The arch is located on the medial portion of the foot. 
",https://support.newbalance.com/s/article/What-Does-Medial-Mean
32,What Is My Glove Size?,"Our gloves are measured by the circumference around the knuckles. See below for glove sizing chart
",https://support.newbalance.com/s/article/What-Is-My-Glove-Size
33,Why Should I Have My Feet Measured?,"Our feet do tend to change over time. Feet may get wider, longer, or both due to a variety of reasons. Below is a list of some reasons feet may change:

Weight gain
Weight loss
Pregnancy
Foot injuries
Fallen arches
Aging
We recommend getting feet measured at least once a year to make sure you have a proper fit. We also recommend consulting with a podiatrist at the onset of any foot pain.

When shoes that have worked well for you no longer give the cushioning or support that is needed, it's time to invest in a new pair. Often when we experience new discomfort or fatigue in our feet or legs, that lets us know that it's time to replace our shoes.
",https://support.newbalance.com/s/article/Why-Should-I-Have-My-Feet-Measured
34,Kid's Sock Sizing Guide,"Our Kid's sock sizing guide appears below:
",https://support.newbalance.com/s/article/360008773674-Kid-s-Sock-Sizing-Guide
35,What does Static Dissipative mean?,"SD Footwear meets SD Static Dissipative ASTM F2412-11 and ASTM F2413-11 performance requirements that allow small charges of static electricity to be displaced through the walking surface, thus reducing static electricity.
",https://support.newbalance.com/s/article/360026157014-What-does-Static-Dissipative-mean
36,Men's International Size Conversion,"Use the Men's International Size Conversion Chart to find your US, UK, or EURO size: https://support.newbalance.com/s/article/212733938-Men-s-International-Size-Conversion
",https://support.newbalance.com/s/article/212733938-Men-s-International-Size-Conversion
37,How Do New Balance Shoes Fit?,"New Balance is proud to offer many shoe models in multiple widths, from narrow (2A) to extra-extra-wide (6E). Just like people, feet come in all shapes. A proper fit means multiple widths, not just multiple sizes. The best way to determine your shoe size is to have your feet measured by a professional. The table below shows our full selection of widths:
",https://support.newbalance.com/s/article/211241357-How-Do-New-Balance-Shoes-Fit
38,Women's International Size Conversion,"Women's International Size Conversion chart can be found at: https://support.newbalance.com/s/article/210520197-Women-s-International-Size-Conversion
",https://support.newbalance.com/s/article/Womens-International-Size-Conversion
